Age (bin),Age,Answer,Negative Count,Category,Email Address,End Date,External Data Reference,Finished,Gender,IP Address,Location Accuracy,Location Latitude,Location Longitude,Name,Number of Records,QuestionID,Score,Question Text,Question ID,ResponseID (demographics),Response ID,Response Set,Start Date,Status,Type of Customer
20,39,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_82GgrN6JwwKLtC5,R_82GgrN6JwwKLtC5,Default Response Set,8/7/17 13:20,2,One-off
40,56,Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,2,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_bga1dCmKNrKAkHX,R_bga1dCmKNrKAkHX,Default Response Set,8/7/17 13:20,2,One-off
40,40,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,2,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
40,40,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
40,40,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
40,40,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
40,40,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Satisfied,0,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,3,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
40,40,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_aV5EhbzOiDMfGYZ,R_aV5EhbzOiDMfGYZ,Default Response Set,8/7/17 13:20,2,Casual
40,43,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_aXBryrWLIj03gX3,R_aXBryrWLIj03gX3,Default Response Set,8/7/17 13:20,2,Casual
20,26,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_bKiKOCelOnOTKGF,R_bKiKOCelOnOTKGF,Default Response Set,8/7/17 13:20,2,Casual
60,61,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_bvVavFZfladfKkJ,R_bvVavFZfladfKkJ,Default Response Set,8/7/17 13:20,2,Casual
20,28,Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,2,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,3,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
20,28,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,3,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
20,28,Satisfied,0,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,3,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Satisfied,0,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,3,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Highly Satisfied,0,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,4,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
20,28,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
20,28,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Satisfied,0,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,3,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Satisfied,0,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,3,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
20,28,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0jDWFZT6U5M5nVP,R_0jDWFZT6U5M5nVP,Default Response Set,8/7/17 13:20,2,Casual
60,74,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_260SgauMmKHNga1,R_260SgauMmKHNga1,Default Response Set,8/7/17 13:20,2,Casual
60,71,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9Ze4VDseTGnJk7b,R_9Ze4VDseTGnJk7b,Default Response Set,8/7/17 13:20,2,Casual
40,58,Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,3,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
40,58,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,3,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
40,58,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
40,58,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
40,58,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
40,58,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9TRNExISZ5sw9tb,R_9TRNExISZ5sw9tb,Default Response Set,8/7/17 13:20,2,One-off
60,72,Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,2,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9XDgudubsP5HKIt,R_9XDgudubsP5HKIt,Default Response Set,8/7/17 13:20,2,One-off
20,29,Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,2,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,29,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,29,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Highly Satisfied,0,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,4,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,29,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,29,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,29,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_2c6WY1hN6VTcs0R,R_2c6WY1hN6VTcs0R,Default Response Set,8/7/17 13:20,2,Casual
20,22,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9Tt6Ee79f3WbfSt,R_9Tt6Ee79f3WbfSt,Default Response Set,8/7/17 13:20,2,Casual
20,26,Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,2,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_b4nD7vivcCphIBD,R_b4nD7vivcCphIBD,Default Response Set,8/7/17 13:20,2,Casual
20,25,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
60,65,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_38eKda5HDEOB2m1,R_38eKda5HDEOB2m1,Default Response Set,8/7/17 13:20,2,Frequent
40,52,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_etva6jTaxgU85x3,R_etva6jTaxgU85x3,Default Response Set,8/7/17 13:20,2,Frequent
20,25,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
60,65,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_38eKda5HDEOB2m1,R_38eKda5HDEOB2m1,Default Response Set,8/7/17 13:20,2,Frequent
40,52,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_etva6jTaxgU85x3,R_etva6jTaxgU85x3,Default Response Set,8/7/17 13:20,2,Frequent
20,25,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
60,65,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_38eKda5HDEOB2m1,R_38eKda5HDEOB2m1,Default Response Set,8/7/17 13:20,2,Frequent
40,52,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_etva6jTaxgU85x3,R_etva6jTaxgU85x3,Default Response Set,8/7/17 13:20,2,Frequent
20,25,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
60,65,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_38eKda5HDEOB2m1,R_38eKda5HDEOB2m1,Default Response Set,8/7/17 13:20,2,Frequent
40,52,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_etva6jTaxgU85x3,R_etva6jTaxgU85x3,Default Response Set,8/7/17 13:20,2,Frequent
20,25,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
60,65,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_38eKda5HDEOB2m1,R_38eKda5HDEOB2m1,Default Response Set,8/7/17 13:20,2,Frequent
40,52,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_etva6jTaxgU85x3,R_etva6jTaxgU85x3,Default Response Set,8/7/17 13:20,2,Frequent
20,25,Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,2,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0PNZlZFoJVGkYXX,R_0PNZlZFoJVGkYXX,Default Response Set,8/7/17 13:20,2,Frequent
